commodity,commodity_type,price,market,state,district,date
Black Chickpeas,Pulses,87.11,Local Market,National Average,All,2025-05-21
Black Chickpeas,Pulses,71.05,Wholesale Market,National Average,All,2025-05-21
Black Chickpeas,Pulses,77.45,Government Market,National Average,All,2025-05-21
Black Chickpeas,Pulses,80.09,Local Market,National Average,All,2025-05-20
Black Chickpeas,Pulses,67.25,Wholesale Market,National Average,All,2025-05-20
Black Chickpeas,Pulses,73.43,Government Market,National Average,All,2025-05-20
Black Chickpeas,Pulses,81.38,Local Market,National Average,All,2025-05-19
Black Chickpeas,Pulses,67.22,Wholesale Market,National Average,All,2025-05-19
Black Chickpeas,Pulses,74.13,Government Market,National Average,All,2025-05-19
Black Chickpeas,Pulses,80.6,Local Market,National Average,All,2025-05-18
Black Chickpeas,Pulses,67.26,Wholesale Market,National Average,All,2025-05-18
Black Chickpeas,Pulses,72.71,Government Market,National Average,All,2025-05-18
Black Chickpeas,Pulses,76.84,Local Market,National Average,All,2025-05-17
Black Chickpeas,Pulses,64.3,Wholesale Market,National Average,All,2025-05-17
Black Chickpeas,Pulses,70.33,Government Market,National Average,All,2025-05-17
Black Chickpeas,Pulses,75.01,Local Market,National Average,All,2025-05-16
Black Chickpeas,Pulses,62.2,Wholesale Market,National Average,All,2025-05-16
Black Chickpeas,Pulses,69.18,Government Market,National Average,All,2025-05-16
Black Chickpeas,Pulses,74.69,Local Market,National Average,All,2025-05-15
Black Chickpeas,Pulses,59.66,Wholesale Market,National Average,All,2025-05-15
Black Chickpeas,Pulses,68.08,Government Market,National Average,All,2025-05-15
Black Chickpeas,Pulses,74.44,Local Market,National Average,All,2025-05-14
Black Chickpeas,Pulses,60.27,Wholesale Market,National Average,All,2025-05-14
Black Chickpeas,Pulses,66.94,Government Market,National Average,All,2025-05-14
Black Chickpeas,Pulses,73.57,Local Market,National Average,All,2025-05-13
Black Chickpeas,Pulses,59.66,Wholesale Market,National Average,All,2025-05-13
Black Chickpeas,Pulses,67.43,Government Market,National Average,All,2025-05-13
Black Chickpeas,Pulses,72.18,Local Market,National Average,All,2025-05-12
Black Chickpeas,Pulses,57.82,Wholesale Market,National Average,All,2025-05-12
Black Chickpeas,Pulses,64.02,Government Market,National Average,All,2025-05-12
Black Chickpeas,Pulses,70.54,Local Market,National Average,All,2025-05-11
Black Chickpeas,Pulses,56.4,Wholesale Market,National Average,All,2025-05-11
Black Chickpeas,Pulses,63.53,Government Market,National Average,All,2025-05-11
Black Chickpeas,Pulses,76.61,Local Market,National Average,All,2025-05-10
Black Chickpeas,Pulses,61.72,Wholesale Market,National Average,All,2025-05-10
Black Chickpeas,Pulses,68.2,Government Market,National Average,All,2025-05-10
Black Chickpeas,Pulses,73.29,Local Market,National Average,All,2025-05-09
Black Chickpeas,Pulses,59.49,Wholesale Market,National Average,All,2025-05-09
Black Chickpeas,Pulses,65.56,Government Market,National Average,All,2025-05-09
Black Chickpeas,Pulses,73.87,Local Market,National Average,All,2025-05-08
Black Chickpeas,Pulses,60.33,Wholesale Market,National Average,All,2025-05-08
Black Chickpeas,Pulses,68.21,Government Market,National Average,All,2025-05-08
Black Chickpeas,Pulses,74.46,Local Market,National Average,All,2025-05-07
Black Chickpeas,Pulses,60.22,Wholesale Market,National Average,All,2025-05-07
Black Chickpeas,Pulses,67.77,Government Market,National Average,All,2025-05-07
Black Chickpeas,Pulses,77.54,Local Market,National Average,All,2025-05-06
Black Chickpeas,Pulses,63.63,Wholesale Market,National Average,All,2025-05-06
Black Chickpeas,Pulses,71.27,Government Market,National Average,All,2025-05-06
Black Chickpeas,Pulses,76.88,Local Market,National Average,All,2025-05-05
Black Chickpeas,Pulses,64.35,Wholesale Market,National Average,All,2025-05-05
Black Chickpeas,Pulses,69.3,Government Market,National Average,All,2025-05-05
Green Peas,Pulses,80.44,Local Market,National Average,All,2025-07-03
Green Peas,Pulses,67.16,Wholesale Market,National Average,All,2025-07-03
Green Peas,Pulses,74.27,Government Market,National Average,All,2025-07-03
Green Peas,Pulses,86.55,Local Market,National Average,All,2025-07-02
Green Peas,Pulses,70.66,Wholesale Market,National Average,All,2025-07-02
Green Peas,Pulses,78.08,Government Market,National Average,All,2025-07-02
Green Peas,Pulses,87.01,Local Market,National Average,All,2025-07-01
Green Peas,Pulses,69.99,Wholesale Market,National Average,All,2025-07-01
Green Peas,Pulses,78.43,Government Market,National Average,All,2025-07-01
Green Peas,Pulses,87.04,Local Market,National Average,All,2025-06-30
Green Peas,Pulses,72.12,Wholesale Market,National Average,All,2025-06-30
Green Peas,Pulses,79.79,Government Market,National Average,All,2025-06-30
Green Peas,Pulses,88.4,Local Market,National Average,All,2025-06-29
Green Peas,Pulses,72.42,Wholesale Market,National Average,All,2025-06-29
Green Peas,Pulses,82.31,Government Market,National Average,All,2025-06-29
Green Peas,Pulses,95.05,Local Market,National Average,All,2025-06-28
Green Peas,Pulses,77.7,Wholesale Market,National Average,All,2025-06-28
Green Peas,Pulses,85.83,Government Market,National Average,All,2025-06-28
Green Peas,Pulses,89.82,Local Market,National Average,All,2025-06-27
Green Peas,Pulses,73.36,Wholesale Market,National Average,All,2025-06-27
Green Peas,Pulses,82.02,Government Market,National Average,All,2025-06-27
Green Peas,Pulses,93.11,Local Market,National Average,All,2025-06-26
Green Peas,Pulses,76.09,Wholesale Market,National Average,All,2025-06-26
Green Peas,Pulses,84.68,Government Market,National Average,All,2025-06-26
Green Peas,Pulses,91.79,Local Market,National Average,All,2025-06-25
Green Peas,Pulses,75.71,Wholesale Market,National Average,All,2025-06-25
Green Peas,Pulses,81.63,Government Market,National Average,All,2025-06-25
Green Peas,Pulses,91.02,Local Market,National Average,All,2025-06-24
Green Peas,Pulses,76.01,Wholesale Market,National Average,All,2025-06-24
Green Peas,Pulses,82.22,Government Market,National Average,All,2025-06-24
Green Peas,Pulses,91.26,Local Market,National Average,All,2025-06-23
Green Peas,Pulses,76.16,Wholesale Market,National Average,All,2025-06-23
Green Peas,Pulses,84.33,Government Market,National Average,All,2025-06-23
Green Peas,Pulses,87.1,Local Market,National Average,All,2025-06-22
Green Peas,Pulses,73.59,Wholesale Market,National Average,All,2025-06-22
Green Peas,Pulses,81.3,Government Market,National Average,All,2025-06-22
Green Peas,Pulses,84.43,Local Market,National Average,All,2025-06-21
Green Peas,Pulses,70.92,Wholesale Market,National Average,All,2025-06-21
Green Peas,Pulses,77.55,Government Market,National Average,All,2025-06-21
Green Peas,Pulses,83.21,Local Market,National Average,All,2025-06-20
Green Peas,Pulses,68.05,Wholesale Market,National Average,All,2025-06-20
Green Peas,Pulses,75.37,Government Market,National Average,All,2025-06-20
Green Peas,Pulses,85.78,Local Market,National Average,All,2025-06-19
Green Peas,Pulses,69.58,Wholesale Market,National Average,All,2025-06-19
Green Peas,Pulses,77.32,Government Market,National Average,All,2025-06-19
Green Peas,Pulses,80.46,Local Market,National Average,All,2025-06-18
Green Peas,Pulses,66.8,Wholesale Market,National Average,All,2025-06-18
Green Peas,Pulses,73.57,Government Market,National Average,All,2025-06-18
Green Peas,Pulses,81.87,Local Market,National Average,All,2025-06-17
Green Peas,Pulses,66.1,Wholesale Market,National Average,All,2025-06-17
Green Peas,Pulses,74.09,Government Market,National Average,All,2025-06-17
Green Peas,Pulses,78.32,Local Market,National Average,All,2025-06-16
Green Peas,Pulses,63.56,Wholesale Market,National Average,All,2025-06-16
Green Peas,Pulses,70.93,Government Market,National Average,All,2025-06-16
Green Peas,Pulses,74.46,Local Market,National Average,All,2025-06-15
Green Peas,Pulses,60.85,Wholesale Market,National Average,All,2025-06-15
Green Peas,Pulses,68.33,Government Market,National Average,All,2025-06-15
Green Peas,Pulses,75.01,Local Market,National Average,All,2025-06-14
Green Peas,Pulses,61.04,Wholesale Market,National Average,All,2025-06-14
Green Peas,Pulses,67.0,Government Market,National Average,All,2025-06-14
Green Peas,Pulses,76.67,Local Market,National Average,All,2025-06-13
Green Peas,Pulses,62.27,Wholesale Market,National Average,All,2025-06-13
Green Peas,Pulses,69.27,Government Market,National Average,All,2025-06-13
Green Peas,Pulses,75.55,Local Market,National Average,All,2025-06-12
Green Peas,Pulses,61.63,Wholesale Market,National Average,All,2025-06-12
Green Peas,Pulses,67.68,Government Market,National Average,All,2025-06-12
Green Peas,Pulses,72.5,Local Market,National Average,All,2025-06-11
Green Peas,Pulses,60.29,Wholesale Market,National Average,All,2025-06-11
Green Peas,Pulses,66.12,Government Market,National Average,All,2025-06-11
Green Peas,Pulses,70.94,Local Market,National Average,All,2025-06-10
Green Peas,Pulses,59.01,Wholesale Market,National Average,All,2025-06-10
Green Peas,Pulses,64.92,Government Market,National Average,All,2025-06-10
Green Peas,Pulses,73.9,Local Market,National Average,All,2025-06-09
Green Peas,Pulses,59.99,Wholesale Market,National Average,All,2025-06-09
Green Peas,Pulses,66.79,Government Market,National Average,All,2025-06-09
Green Peas,Pulses,75.42,Local Market,National Average,All,2025-06-08
Green Peas,Pulses,61.07,Wholesale Market,National Average,All,2025-06-08
Green Peas,Pulses,68.23,Government Market,National Average,All,2025-06-08
Green Peas,Pulses,77.79,Local Market,National Average,All,2025-06-07
Green Peas,Pulses,63.57,Wholesale Market,National Average,All,2025-06-07
Green Peas,Pulses,69.32,Government Market,National Average,All,2025-06-07
Green Peas,Pulses,76.49,Local Market,National Average,All,2025-06-06
Green Peas,Pulses,62.56,Wholesale Market,National Average,All,2025-06-06
Green Peas,Pulses,69.55,Government Market,National Average,All,2025-06-06
Green Peas,Pulses,77.81,Local Market,National Average,All,2025-06-05
Green Peas,Pulses,64.56,Wholesale Market,National Average,All,2025-06-05
Green Peas,Pulses,71.41,Government Market,National Average,All,2025-06-05
Green Peas,Pulses,83.79,Local Market,National Average,All,2025-06-04
Green Peas,Pulses,68.75,Wholesale Market,National Average,All,2025-06-04
Green Peas,Pulses,76.51,Government Market,National Average,All,2025-06-04
Green Peas,Pulses,84.3,Local Market,National Average,All,2025-06-03
Green Peas,Pulses,70.63,Wholesale Market,National Average,All,2025-06-03
Green Peas,Pulses,77.91,Government Market,National Average,All,2025-06-03
Green Peas,Pulses,82.79,Local Market,National Average,All,2025-06-02
Green Peas,Pulses,69.46,Wholesale Market,National Average,All,2025-06-02
Green Peas,Pulses,74.59,Government Market,National Average,All,2025-06-02
Green Peas,Pulses,84.31,Local Market,National Average,All,2025-06-01
Green Peas,Pulses,71.02,Wholesale Market,National Average,All,2025-06-01
Green Peas,Pulses,78.01,Government Market,National Average,All,2025-06-01
Green Peas,Pulses,92.76,Local Market,National Average,All,2025-05-31
Green Peas,Pulses,74.32,Wholesale Market,National Average,All,2025-05-31
Green Peas,Pulses,81.94,Government Market,National Average,All,2025-05-31
Green Peas,Pulses,91.23,Local Market,National Average,All,2025-05-30
Green Peas,Pulses,74.14,Wholesale Market,National Average,All,2025-05-30
Green Peas,Pulses,83.15,Government Market,National Average,All,2025-05-30
Green Peas,Pulses,91.03,Local Market,National Average,All,2025-05-29
Green Peas,Pulses,71.59,Wholesale Market,National Average,All,2025-05-29
Green Peas,Pulses,80.86,Government Market,National Average,All,2025-05-29
Green Peas,Pulses,91.99,Local Market,National Average,All,2025-05-28
Green Peas,Pulses,76.35,Wholesale Market,National Average,All,2025-05-28
Green Peas,Pulses,84.75,Government Market,National Average,All,2025-05-28
Green Peas,Pulses,88.71,Local Market,National Average,All,2025-05-27
Green Peas,Pulses,71.09,Wholesale Market,National Average,All,2025-05-27
Green Peas,Pulses,80.13,Government Market,National Average,All,2025-05-27
Green Peas,Pulses,91.22,Local Market,National Average,All,2025-05-26
Green Peas,Pulses,74.96,Wholesale Market,National Average,All,2025-05-26
Green Peas,Pulses,83.31,Government Market,National Average,All,2025-05-26
Green Peas,Pulses,91.65,Local Market,National Average,All,2025-05-25
Green Peas,Pulses,75.37,Wholesale Market,National Average,All,2025-05-25
Green Peas,Pulses,83.65,Government Market,National Average,All,2025-05-25
Green Peas,Pulses,88.59,Local Market,National Average,All,2025-05-24
Green Peas,Pulses,73.29,Wholesale Market,National Average,All,2025-05-24
Green Peas,Pulses,81.31,Government Market,National Average,All,2025-05-24
Green Peas,Pulses,87.75,Local Market,National Average,All,2025-05-23
Green Peas,Pulses,71.65,Wholesale Market,National Average,All,2025-05-23
Green Peas,Pulses,80.32,Government Market,National Average,All,2025-05-23
Green Peas,Pulses,84.04,Local Market,National Average,All,2025-05-22
Green Peas,Pulses,69.33,Wholesale Market,National Average,All,2025-05-22
Green Peas,Pulses,77.01,Government Market,National Average,All,2025-05-22
Green Peas,Pulses,88.32,Local Market,National Average,All,2025-05-21
Green Peas,Pulses,72.46,Wholesale Market,National Average,All,2025-05-21
Green Peas,Pulses,80.79,Government Market,National Average,All,2025-05-21
Green Peas,Pulses,82.77,Local Market,National Average,All,2025-05-20
Green Peas,Pulses,65.82,Wholesale Market,National Average,All,2025-05-20
Green Peas,Pulses,74.68,Government Market,National Average,All,2025-05-20
Green Peas,Pulses,81.07,Local Market,National Average,All,2025-05-19
Green Peas,Pulses,66.26,Wholesale Market,National Average,All,2025-05-19
Green Peas,Pulses,73.48,Government Market,National Average,All,2025-05-19
Green Peas,Pulses,79.77,Local Market,National Average,All,2025-05-18
Green Peas,Pulses,66.02,Wholesale Market,National Average,All,2025-05-18
Green Peas,Pulses,72.89,Government Market,National Average,All,2025-05-18
Green Peas,Pulses,77.88,Local Market,National Average,All,2025-05-17
Green Peas,Pulses,65.41,Wholesale Market,National Average,All,2025-05-17
Green Peas,Pulses,71.51,Government Market,National Average,All,2025-05-17
Green Peas,Pulses,76.75,Local Market,National Average,All,2025-05-16
Green Peas,Pulses,62.18,Wholesale Market,National Average,All,2025-05-16
Green Peas,Pulses,68.02,Government Market,National Average,All,2025-05-16
Green Peas,Pulses,73.83,Local Market,National Average,All,2025-05-15
Green Peas,Pulses,60.32,Wholesale Market,National Average,All,2025-05-15
Green Peas,Pulses,67.44,Government Market,National Average,All,2025-05-15
Green Peas,Pulses,74.39,Local Market,National Average,All,2025-05-14
Green Peas,Pulses,59.14,Wholesale Market,National Average,All,2025-05-14
Green Peas,Pulses,67.42,Government Market,National Average,All,2025-05-14
Green Peas,Pulses,71.87,Local Market,National Average,All,2025-05-13
Green Peas,Pulses,58.62,Wholesale Market,National Average,All,2025-05-13
Green Peas,Pulses,65.84,Government Market,National Average,All,2025-05-13
Green Peas,Pulses,76.36,Local Market,National Average,All,2025-05-12
Green Peas,Pulses,62.13,Wholesale Market,National Average,All,2025-05-12
Green Peas,Pulses,68.2,Government Market,National Average,All,2025-05-12
Green Peas,Pulses,73.76,Local Market,National Average,All,2025-05-11
Green Peas,Pulses,60.76,Wholesale Market,National Average,All,2025-05-11
Green Peas,Pulses,66.07,Government Market,National Average,All,2025-05-11
Green Peas,Pulses,76.77,Local Market,National Average,All,2025-05-10
Green Peas,Pulses,62.98,Wholesale Market,National Average,All,2025-05-10
